base,label_l3,label_l2,confidence,rationale,evidence,source
공직선거법 일부개정법률안(계속),지방행정,지방행정,0.8,"공직선거법은 지방자치와 관련된 법률로, 지방행정의 일환으로 분류될 수 있다.",공직선거법 일부개정법률안,gpt:gpt-4o-mini
공직선거법 일부개정법률안(대안),지방행정,지방행정,0.8,"공직선거법은 지방자치와 관련된 법률로, 지방행정의 일환으로 분류될 수 있다.",공직선거법 일부개정법률안(대안),gpt:gpt-4o-mini
공직자윤리법 일부개정법률안,지방행정,지방행정,0.8,공직자윤리법은 공직자의 윤리를 규정하는 법으로 지방행정과 관련이 있다.,공직자윤리법 일부개정법률안,gpt:gpt-4o-mini
공직자윤리법 일부개정법률안(계속),지방행정,지방행정,0.8,공직자윤리법은 공직자의 윤리를 규정하는 법으로 지방행정과 관련이 있다.,공직자윤리법 일부개정법률안(계속),gpt:gpt-4o-mini
공직자윤리법 일부개정법률안(대안),지방행정,지방행정,0.8,공직자윤리법은 공직자의 윤리를 규정하는 법으로 지방행정과 관련이 있다.,공직자윤리법 일부개정법률안(대안),gpt:gpt-4o-mini
공직자윤리법 폐지법률안,지방행정,지방행정,0.8,공직자윤리법은 공직자의 윤리를 규정하는 법으로 지방행정과 관련이 있다.,공직자윤리법 폐지법률안,gpt:gpt-4o-mini
공휴일 법제화를 위한 입법공청회,지방행정,지방행정,0.7,공휴일 관련 법제화는 지방행정의 일환으로 볼 수 있다.,공휴일 법제화를 위한 입법공청회,gpt:gpt-4o-mini
공휴일에 관한 법률 일부개정법률안,지방행정,지방행정,0.7,공휴일 관련 법률은 지방행정과 관련이 있다.,공휴일에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
공휴일에 관한 법률 일부개정법률안(대안),지방행정,지방행정,0.7,공휴일 관련 법률은 지방행정과 관련이 있다.,공휴일에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
공휴일에 관한 법률안,지방행정,지방행정,0.7,공휴일 관련 법률은 지방행정과 관련이 있다.,공휴일에 관한 법률안,gpt:gpt-4o-mini
공휴일에 관한 법률안(대안),지방행정,지방행정,0.7,공휴일 관련 법률은 지방행정과 관련이 있다.,공휴일에 관한 법률안(대안),gpt:gpt-4o-mini
공휴일의 지정 및 운영에 관한 법률안,지방행정,지방행정,0.7,공휴일 관련 법률은 지방행정과 관련이 있다.,공휴일의 지정 및 운영에 관한 법률안,gpt:gpt-4o-mini
과거사치유재단법안,지방행정,지방행정,0.6,과거사 치유는 지방행정의 일환으로 볼 수 있다.,과거사치유재단법안,gpt:gpt-4o-mini
광주·전남초광역특별지방자치단체 설치 등에 관한 특별법안,지방행정,지방행정,0.9,특별지방자치단체 설치는 지방행정과 관련이 있다.,광주·전남초광역특별지방자치단체 설치 등에 관한 특별법안,gpt:gpt-4o-mini
광주전남초광역특별자치도 설치 및 지원특례에 관한 특별법안,지방행정,지방행정,0.9,특별자치도 설치는 지방행정과 관련이 있다.,광주전남초광역특별자치도 설치 및 지원특례에 관한 특별법안,gpt:gpt-4o-mini
교통안전시설 특별회계법안,지방행정,지방행정,0.7,교통안전시설 관련 법안은 지방행정과 관련이 있다.,교통안전시설 특별회계법안,gpt:gpt-4o-mini
국가 미래인재 경영법안,국가적중장기과제추진·지원,정부혁신·행정지원,0.6,미래인재 관련 법안은 국가적 중장기 과제와 관련이 있다.,국가 미래인재 경영법안,gpt:gpt-4o-mini
"국가 주요 공직자의 위헌적 사조직(우리법연구회 등) 활동 금지 및 처벌 근거가 되는 법안 마련 촉구에 관한 청원(박준형 외 50,686인 국민동의로 제출)(청원번호 2200164)",국가적중장기과제추진·지원,정부혁신·행정지원,0.6,공직자의 위헌적 활동 금지는 국가적 중장기 과제와 관련이 있다.,국가 주요 공직자의 위헌적 사조직 활동 금지 및 처벌 근거가 되는 법안,gpt:gpt-4o-mini
국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안,지방행정,지방행정,0.8,경찰 조직 및 운영 관련 법안은 지방행정과 관련이 있다.,국가경찰과 자치경찰의 조직 및 운영에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
국가공무원법 일부개정법률안,지방행정,지방행정,0.8,공무원 관련 법안은 지방행정과 관련이 있다.,국가공무원법 일부개정법률안,gpt:gpt-4o-mini
국가공무원법 일부개정법률안(계속),지방행정,지방행정,0.8,공무원 관련 법안은 지방행정과 관련이 있다.,국가공무원법 일부개정법률안(계속),gpt:gpt-4o-mini
국가공무원법 일부개정법률안(대안),지방행정,지방행정,0.8,공무원 관련 법안은 지방행정과 관련이 있다.,국가공무원법 일부개정법률안(대안),gpt:gpt-4o-mini
국가공무원정원법안,지방행정,지방행정,0.8,공무원 정원 관련 법안은 지방행정과 관련이 있다.,국가공무원정원법안,gpt:gpt-4o-mini
국가기념일의 기념곡 지정 등에 관한 법률안,지방행정,지방행정,0.6,기념일 관련 법안은 지방행정과 관련이 있다.,국가기념일의 기념곡 지정 등에 관한 법률안,gpt:gpt-4o-mini
국가상징물 기본법안,지방행정,지방행정,0.6,상징물 관련 법안은 지방행정과 관련이 있다.,국가상징물 기본법안,gpt:gpt-4o-mini
국가안전정보처 설치 및 운영에 관한 법률안,국가적중장기과제추진·지원,정부혁신·행정지원,0.7,안전정보처 설치는 국가적 중장기 과제와 관련이 있다.,국가안전정보처 설치 및 운영에 관한 법률안,gpt:gpt-4o-mini
국가자치분권회의 구성 및 운영에 관한 법률안,지방행정,지방행정,0.8,자치분권 회의 관련 법안은 지방행정과 관련이 있다.,국가자치분권회의 구성 및 운영에 관한 법률안,gpt:gpt-4o-mini
국가자치분권회의의 구성 및 운영에 관한 법률안,지방행정,지방행정,0.8,자치분권 회의 관련 법안은 지방행정과 관련이 있다.,국가자치분권회의의 구성 및 운영에 관한 법률안,gpt:gpt-4o-mini
국가장법 일부개정법률안,지방행정,지방행정,0.7,장 관련 법안은 지방행정과 관련이 있다.,국가장법 일부개정법률안,gpt:gpt-4o-mini
국가재난관리기금법안,안전및재난,재난·안전,0.7,재난 관리 관련 법안은 재난안전 교육 및 연구와 관련이 있다.,국가재난관리기금법안,gpt:gpt-4o-mini
국가재난관리위원회의 설치와 운영에 관한 법률안,안전및재난,재난·안전,0.9,이 법률안은 국가재난관리와 관련된 내용을 다루고 있어 재난안전과 관련이 깊다.,국가재난관리위원회의 설치와 운영,gpt:gpt-4o-mini
국가정보청 설치에 관한 법률안,정부혁신,정부혁신·행정지원,0.8,국가정보청의 설치는 정부의 정보 관리 및 혁신과 관련이 있다.,국가정보청 설치에 관한 법률안,gpt:gpt-4o-mini
국가직행정공제회법안,조직관리,정부혁신·행정지원,0.7,행정공제회는 조직의 관리 및 운영과 관련된 법안이다.,국가직행정공제회법안,gpt:gpt-4o-mini
국경일에 관한 법률 일부개정법률안,지방행정,지방행정,0.6,국경일 관련 법안은 지방행정의 일환으로 볼 수 있다.,국경일에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
국론통합을 위한 대한민국 선거와 투개표 시스템 점검과 보완을 위한 특별법안,정부의전,정부혁신·행정지원,0.7,선거와 투개표 시스템의 점검은 정부의 전반적인 운영과 관련이 있다.,국론통합을 위한 대한민국 선거와 투개표 시스템 점검과 보완,gpt:gpt-4o-mini
국립 국가폭력트라우마치유센터 설립 및 운영에 관한 법률안,복구지원,재난·안전,0.8,국가폭력 트라우마 치유는 복구 지원의 일환으로 볼 수 있다.,국립 국가폭력트라우마치유센터 설립 및 운영,gpt:gpt-4o-mini
국립 국가폭력트라우마치유센터의 설립 및 운영에 관한 법률안,복구지원,재난·안전,0.8,국가폭력 트라우마 치유는 복구 지원의 일환으로 볼 수 있다.,국립 국가폭력트라우마치유센터의 설립 및 운영,gpt:gpt-4o-mini
국립경찰병원 설치법안,국민안전행정지원,재난·안전,0.9,경찰병원 설치는 국민의 안전과 관련된 행정 지원을 의미한다.,국립경찰병원 설치법안,gpt:gpt-4o-mini
국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안,복구지원,재난·안전,0.8,국가폭력 트라우마 치유는 복구 지원의 일환으로 볼 수 있다.,국립국가폭력트라우마치유센터의 설립 및 운영,gpt:gpt-4o-mini
국립소방병원의 설립 및 운영에 관한 법률 일부개정법률안,국민안전행정지원,재난·안전,0.9,소방병원 설립은 국민의 안전을 위한 행정 지원과 관련이 있다.,국립소방병원의 설립 및 운영,gpt:gpt-4o-mini
국립소방병원의 설립 및 운영에 관한 법률안,국민안전행정지원,재난·안전,0.9,소방병원 설립은 국민의 안전을 위한 행정 지원과 관련이 있다.,국립소방병원의 설립 및 운영,gpt:gpt-4o-mini
국립소방병원의 설립 및 운영에 관한 법률안(계속),국민안전행정지원,재난·안전,0.9,소방병원 설립은 국민의 안전을 위한 행정 지원과 관련이 있다.,국립소방병원의 설립 및 운영,gpt:gpt-4o-mini
국립지진방재연구원의 설치 및 운영에 관한 법률안,안전및재난,재난·안전,0.9,지진 방재 연구는 재난 안전과 관련된 교육 및 연구를 포함한다.,국립지진방재연구원의 설치 및 운영,gpt:gpt-4o-mini
국무위원 및 정부위원 등 출석 요구의 건,정부의전,정부혁신·행정지원,0.8,정부 위원들의 출석 요구는 정부의 전반적인 운영과 관련이 있다.,국무위원 및 정부위원 등 출석 요구의 건,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 윤호중) 인사청문경과보고서 채택의 건,정부의전,정부혁신·행정지원,0.8,인사청문회는 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 윤호중) 인사청문경과보고서 채택의 건,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 윤호중) 인사청문요청안,정부의전,정부혁신·행정지원,0.8,인사청문회 요청은 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 윤호중) 인사청문요청안,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 윤호중) 인사청문회,정부의전,정부혁신·행정지원,0.8,인사청문회는 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 윤호중) 인사청문회,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 이상민) 인사청문회,정부의전,정부혁신·행정지원,0.8,인사청문회는 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 이상민) 인사청문회,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 이상민) 인사청문회 실시계획서 변경의 건,정부의전,정부혁신·행정지원,0.8,인사청문회 계획서 변경은 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 이상민) 인사청문회 실시계획서 변경의 건,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 이상민) 인사청문회 실시계획서 채택의 건,정부의전,정부혁신·행정지원,0.8,인사청문회 계획서 채택은 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 이상민) 인사청문회 실시계획서 채택의 건,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 이상민) 인사청문회 자료제출 요구의 건,정부의전,정부혁신·행정지원,0.8,자료 제출 요구는 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 이상민) 인사청문회 자료제출 요구의 건,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 이상민) 인사청문회 증인 및 참고인 출석요구 변경의 건,정부의전,정부혁신·행정지원,0.8,증인 출석 요구는 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 이상민) 인사청문회 증인 및 참고인 출석요구 변경의 건,gpt:gpt-4o-mini
국무위원후보자(행정안전부장관 이상민) 인사청문회 증인․참고인 출석요구의 건,정부의전,정부혁신·행정지원,0.8,증인 출석 요구는 정부의 인사와 관련된 절차이다.,국무위원후보자(행정안전부장관 이상민) 인사청문회 증인․참고인 출석요구의 건,gpt:gpt-4o-mini
